date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:42:23	112392/112392	---M--	200	added ('OK')	image/png	etag:%2266f025d9-1b708%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.png	(from https://nathanserror.com/)
21:42:23	1177011/1177011	---M--	200	added ('OK')	image/jpeg	etag:%2266f025d9-11f5b3%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.jpg	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.jpg	(from https://nathanserror.com/)
21:42:23	762936/762936	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-ba438%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Computer-Hardware-Basics-Badge.pdf	(from https://nathanserror.com/)
21:42:24	105443/105443	---M--	200	added ('OK')	image/png	etag:%2266f025d9-19be3%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.png	(from https://nathanserror.com/)
21:42:24	566362/566362	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-8a45a%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO-Introduction-to-Cybersecurity-Badge.pdf	(from https://nathanserror.com/)
21:42:25	551564/551564	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-86a8c%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certification-CISCO%20-Introduction-to-Packet-Tracer-Badge.pdf	(from https://nathanserror.com/)
21:42:25	246497/246497	---M--	200	added ('OK')	image/png	etag:%2266f025d9-3c2e1%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.png	(from https://nathanserror.com/)
21:42:25	146203/146203	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-23b1b%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-ANSSI.pdf	(from https://nathanserror.com/)
21:42:25	583253/583253	---M--	200	added ('OK')	image/png	etag:%2266f025d9-8e655%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-1.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-1.png	(from https://nathanserror.com/)
21:42:25	79462/79462	---M--	200	added ('OK')	image/png	etag:%2266f025d9-13666%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.png	(from https://nathanserror.com/)
21:42:26	104718/104718	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-1990e%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%201.pdf	(from https://nathanserror.com/)
21:42:26	75637/75637	---M--	200	added ('OK')	image/png	etag:%2266f025d9-12775%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.png	(from https://nathanserror.com/)
21:42:26	581186/581186	---M--	200	added ('OK')	image/png	etag:%2266f025d9-8de42%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-2.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-2.png	(from https://nathanserror.com/)
21:42:26	105017/105017	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-19a39%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%202.pdf	(from https://nathanserror.com/)
21:42:26	376526/376526	---M--	200	added ('OK')	image/png	etag:%2266f025d9-5bece%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-3.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-3.png	(from https://nathanserror.com/)
21:42:27	74586/74586	---M--	200	added ('OK')	image/png	etag:%2266f025d9-1235a%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.png	(from https://nathanserror.com/)
21:42:27	105137/105137	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-19ab1%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%203.pdf	(from https://nathanserror.com/)
21:42:27	868677/868677	---M--	200	added ('OK')	image/png	etag:%2266f025d9-d4145%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-4.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-4.png	(from https://nathanserror.com/)
21:42:27	75186/75186	---M--	200	added ('OK')	image/png	etag:%2266f025d9-125b2%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.png	(from https://nathanserror.com/)
21:42:27	105153/105153	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-19ac1%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%204.pdf	(from https://nathanserror.com/)
21:42:28	83896/83896	---M--	200	added ('OK')	image/png	etag:%2266f025d9-147b8%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.png	(from https://nathanserror.com/)
21:42:28	796092/796092	---M--	200	added ('OK')	image/png	etag:%2266f025d9-c25bc%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-5.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/MOOC-RGPD-CNIL-5.png	(from https://nathanserror.com/)
21:42:28	105138/105138	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-19ab2%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Certificat%20de%20suivi%20-%20MODULE%205.pdf	(from https://nathanserror.com/)
21:42:28	215316/215316	---M--	200	added ('OK')	image/png	etag:%2266f025d9-34914%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.png	(from https://nathanserror.com/)
21:42:29	214817/214817	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-34721%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-HTML.pdf	(from https://nathanserror.com/)
21:42:29	212895/212895	---M--	200	added ('OK')	image/png	etag:%2266f025d9-33f9f%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.png	(from https://nathanserror.com/)
21:42:29	199543/199543	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-30b77%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-CSS.pdf	(from https://nathanserror.com/)
21:42:29	85487/85487	---M--	200	added ('OK')	image/jpeg	etag:%2266f025d9-14def%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.jpg	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.jpg	(from https://nathanserror.com/)
21:42:29	200922/200922	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-310da%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-Python.pdf	(from https://nathanserror.com/)
21:42:30	87393/87393	---M--	200	added ('OK')	image/jpeg	etag:%2266f025d9-15561%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.jpg	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.jpg	(from https://nathanserror.com/)
21:42:30	203009/203009	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-31901%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Introduction-to-JavaScript.pdf	(from https://nathanserror.com/)
21:42:30	319647/319647	---M--	200	added ('OK')	image/png	etag:%2266f025d9-4e09f%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.png	(from https://nathanserror.com/)
21:42:30	353764/353764	---M--	200	added ('OK')	application/pdf	etag:%2266f025d9-565e4%22	https://nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.pdf	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/dipl%c3%b4mes%20-%20certifications/Google-Cybersecurity-Certificat-Professionnel.pdf	(from https://nathanserror.com/)
21:42:31	40861/40861	---M--	200	added ('OK')	image/png	etag:%2266f025d9-9f9d%22	https://nathanserror.com/portfolio/img/icons%20langages/HTML-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/HTML-icon.png	(from https://nathanserror.com/)
21:42:31	93690/93690	---M--	200	added ('OK')	image/png	etag:%2266f025d9-16dfa%22	https://nathanserror.com/portfolio/img/icons%20langages/CSS-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/CSS-icon.png	(from https://nathanserror.com/)
21:42:31	17096/17096	---M--	200	added ('OK')	image/png	etag:%2266f025d8-42c8%22	https://nathanserror.com/portfolio/img/icons%20langages/JS-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/JS-icon.png	(from https://nathanserror.com/)
21:42:31	75404/75404	---M--	200	added ('OK')	image/png	etag:%2266f025d9-1268c%22	https://nathanserror.com/portfolio/img/icons%20langages/JAVA-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/JAVA-icon.png	(from https://nathanserror.com/)
21:42:32	92507/92507	---M--	200	added ('OK')	image/png	etag:%2266f025d8-1695b%22	https://nathanserror.com/portfolio/img/icons%20langages/PHP-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/PHP-icon.png	(from https://nathanserror.com/)
21:42:32	10276/10276	---M--	200	added ('OK')	image/png	etag:%2266f025d9-2824%22	https://nathanserror.com/portfolio/img/icons%20langages/SQL-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/SQL-icon.png	(from https://nathanserror.com/)
21:42:32	168499/168499	---M--	200	added ('OK')	image/png	etag:%2266f025d9-29233%22	https://nathanserror.com/portfolio/img/icons%20langages/LINUX-icon.png	C:/Users/nabil/OneDrive/Desktop/original/jeudi/nathanserror.com/portfolio/img/icons%20langages/LINUX-icon.png	(from https://nathanserror.com/)
